code_module,code_presentation,id_student,id_site,activity_date,clicks
DDD,2013B,441201,547875,1/2/2023,2
DDD,2013B,441201,547303,1/5/2023,1
DDD,2013B,441201,547622,12/9/2023,2
DDD,2013B,441201,547272,15/5/2023,1
DDD,2013B,441201,547960,16/5/2023,1
DDD,2013B,441201,547272,19/5/2023,1
DDD,2013B,441201,547912,2/7/2023,3
DDD,2013B,441201,547303,24/4/2023,1
DDD,2013B,441201,547305,27/3/2023,5
DDD,2013B,441201,547959,28/7/2023,4
DDD,2013B,441201,547303,3/3/2023,5
DDD,2013B,441201,547309,6/2/2023,4
DDD,2013B,441201,547947,6/2/2023,2
BBB,2013B,441255,543071,1/2/2023,6
BBB,2013B,441255,542811,14/3/2023,5
BBB,2013B,441255,542811,15/3/2023,2
BBB,2013B,441255,542893,18/5/2023,1
BBB,2013B,441255,542891,26/3/2023,3
BBB,2013B,441255,542811,26/5/2023,1
DDD,2013B,441302,547865,10/3/2023,1
DDD,2013B,441302,547757,12/3/2023,2
DDD,2013B,441302,547851,12/3/2023,2
DDD,2013B,441302,547303,19/2/2023,7
DDD,2013B,441302,547303,22/2/2023,1
DDD,2013B,441302,547953,24/3/2023,1
DDD,2013B,441302,547303,9/8/2023,1
DDD,2014B,441393,773407,16/2/2023,1
FFF,2014J,441421,882545,14/2/2023,3
FFF,2014J,441421,882545,15/2/2023,2
FFF,2014J,441421,882573,19/2/2023,4
FFF,2014J,441421,882663,23/3/2023,11
FFF,2014J,441421,882537,25/2/2023,11
EEE,2014B,441852,790921,1/2/2023,1
EEE,2014B,441852,790832,14/9/2023,11
EEE,2014B,441852,790732,16/2/2023,25
EEE,2014B,441852,790740,18/3/2023,1
EEE,2014B,441852,790738,26/6/2023,2
EEE,2014B,441852,790827,29/6/2023,8
EEE,2014B,441852,790934,4/3/2023,2
EEE,2014B,441852,790835,5/2/2023,9
EEE,2013J,441858,551079,15/2/2023,2
EEE,2013J,441858,551067,25/2/2023,1
EEE,2013J,441858,551072,5/7/2023,16
AAA,2013J,441888,546651,16/7/2023,2
AAA,2013J,441888,546657,25/3/2023,1
AAA,2013J,441888,546879,29/5/2023,2
AAA,2013J,441888,546614,30/9/2023,3
AAA,2013J,441888,546714,4/2/2023,1
EEE,2014J,441895,832566,1/6/2023,3
EEE,2014J,441895,832662,9/4/2023,5
AAA,2014J,442132,877079,25/2/2023,3
AAA,2014J,442132,877128,31/8/2023,2
FFF,2014J,442199,882617,1/2/2023,1
FFF,2014J,442199,941543,17/6/2023,2
FFF,2014J,442199,882676,29/9/2023,69
FFF,2014J,442199,882673,29/9/2023,2
FFF,2014J,442199,882620,30/9/2023,15
FFF,2014J,442199,882537,5/5/2023,6
FFF,2014J,442347,882537,1/2/2023,7
FFF,2014J,442347,883289,1/2/2023,1
FFF,2014J,442347,882551,1/2/2023,3
FFF,2014J,442347,882537,18/2/2023,11
FFF,2014J,442347,883064,18/2/2023,2
FFF,2014J,442347,882675,18/2/2023,20
EEE,2014J,442359,832679,1/6/2023,5
EEE,2014J,442359,832782,12/2/2023,1
EEE,2014J,442359,832675,13/7/2023,1
EEE,2014J,442359,832567,23/6/2023,1
EEE,2014J,442359,832565,6/7/2023,4
FFF,2013B,442436,526735,1/2/2023,3
FFF,2013B,442436,526820,12/2/2023,14
FFF,2013B,442436,526821,18/2/2023,2
FFF,2013B,442436,527230,18/2/2023,1
FFF,2013B,442436,526738,2/4/2023,1
FFF,2013B,442436,527163,21/2/2023,1
FFF,2013B,442436,526845,27/3/2023,5
FFF,2013B,442436,527178,3/4/2023,1
FFF,2013B,442436,526721,4/3/2023,13
FFF,2013B,442436,526792,5/4/2023,2
FFF,2013B,442436,526738,6/2/2023,12
FFF,2013B,442436,527218,7/2/2023,1
BBB,2014B,442497,768779,5/5/2023,2
DDD,2013J,442547,673537,1/2/2023,1
DDD,2013J,442547,674161,10/3/2023,1
DDD,2013J,442547,673519,10/8/2023,2
DDD,2013J,442547,673519,14/7/2023,4
DDD,2013J,442547,674100,26/3/2023,1
DDD,2013J,442547,673519,27/4/2023,1
GGG,2014B,442561,798622,17/8/2023,6
GGG,2014B,442561,798622,9/9/2023,5
FFF,2013J,442670,716638,1/2/2023,5
FFF,2013J,442670,716222,1/2/2023,3
EEE,2013J,442807,551012,21/2/2023,1
EEE,2013J,442807,551162,22/5/2023,1
EEE,2013J,442807,551063,26/2/2023,6
EEE,2013J,442807,551011,27/2/2023,2
EEE,2013J,442807,551011,30/3/2023,1
EEE,2013J,442807,551011,30/5/2023,2
EEE,2013J,442807,551012,31/3/2023,2
EEE,2013J,442807,551010,4/6/2023,9
EEE,2013J,442807,551070,4/6/2023,1
EEE,2013J,442807,551035,4/8/2023,7
EEE,2013J,442807,551012,8/4/2023,3
BBB,2013J,442910,703732,12/6/2023,5
BBB,2013J,442910,703742,18/3/2023,1
BBB,2013J,442910,703721,27/8/2023,3
BBB,2013J,442910,704116,28/8/2023,3
BBB,2013J,442910,703896,3/6/2023,1
DDD,2013J,442924,674100,21/8/2023,1
DDD,2013J,442924,673733,24/2/2023,1
DDD,2013J,442924,674308,26/8/2023,1
DDD,2013J,442924,673519,28/2/2023,1
CCC,2014J,442924,909102,29/9/2023,1
CCC,2014J,442924,909013,4/3/2023,5
BBB,2013B,443108,542794,23/4/2023,1
FFF,2014J,443151,883041,14/6/2023,1
FFF,2014J,443151,883085,17/6/2023,1
FFF,2014J,443151,883089,17/6/2023,1
FFF,2014J,443151,882629,20/6/2023,1
FFF,2014J,443151,882537,24/8/2023,1
FFF,2014J,443151,882679,26/9/2023,23
FFF,2014J,443151,973777,29/9/2023,17
FFF,2014J,443151,882547,30/9/2023,1
FFF,2014J,443151,883047,5/5/2023,1
EEE,2013J,443181,551047,15/9/2023,6
EEE,2013J,443181,551012,17/3/2023,2
EEE,2013J,443181,551137,18/9/2023,1
EEE,2013J,443181,551047,25/8/2023,6
EEE,2013J,443181,551010,4/4/2023,6
EEE,2013J,443181,551054,5/6/2023,1
EEE,2013J,443181,551073,9/7/2023,4
DDD,2013B,443297,547951,1/2/2023,2
DDD,2013B,443297,547303,10/5/2023,1
DDD,2013B,443297,547873,2/3/2023,1
DDD,2013B,443297,547761,21/6/2023,1
DDD,2013B,443297,547634,24/8/2023,2
DDD,2013B,443297,547303,27/8/2023,3
DDD,2013B,443297,547545,6/7/2023,3
GGG,2014B,443387,798670,1/2/2023,1
GGG,2014B,443387,798832,12/8/2023,2
GGG,2014B,443387,798620,19/3/2023,3
GGG,2014B,443387,798618,25/6/2023,1
GGG,2014B,443387,798618,30/6/2023,5
DDD,2014J,443539,814215,1/2/2023,1
DDD,2014J,443539,813940,15/3/2023,1
DDD,2014J,443539,813961,15/8/2023,1
DDD,2014J,443539,813935,16/3/2023,2
DDD,2014J,443539,813701,18/2/2023,3
DDD,2014J,443539,813701,20/6/2023,1
DDD,2014J,443539,1016372,22/9/2023,5
DDD,2014J,443539,814287,27/5/2023,1
DDD,2014J,443539,813710,4/4/2023,1
DDD,2014J,443539,813708,7/6/2023,4
DDD,2013J,443540,673746,11/2/2023,2
DDD,2013J,443540,673537,5/2/2023,1
DDD,2013J,443540,673537,8/5/2023,2
FFF,2013B,443696,527115,1/2/2023,2
FFF,2013B,443696,527218,1/2/2023,1
FFF,2014J,443696,882674,11/2/2023,106
FFF,2013B,443696,527113,11/9/2023,292
FFF,2013B,443696,527114,11/9/2023,3
FFF,2013B,443696,526853,14/6/2023,2
FFF,2013B,443696,526833,19/7/2023,2
FFF,2013B,443696,527203,20/3/2023,2
FFF,2013B,443696,526721,22/4/2023,7
FFF,2014J,443696,882547,23/3/2023,2
FFF,2013B,443696,527116,23/7/2023,1
FFF,2013B,443696,527112,23/7/2023,9
FFF,2013B,443696,527109,3/5/2023,1
FFF,2013B,443696,527178,30/3/2023,2
FFF,2014J,443696,883092,30/6/2023,1
FFF,2013B,443696,527230,30/6/2023,2
FFF,2014J,443696,883055,4/3/2023,2
FFF,2014J,443696,882537,5/4/2023,7
FFF,2013B,443696,526831,7/5/2023,24
FFF,2014J,443696,882675,7/6/2023,56
BBB,2014J,444361,913497,10/6/2023,5
BBB,2014J,444361,913473,9/9/2023,3
EEE,2013J,444403,551066,1/2/2023,1
EEE,2013J,444403,551011,1/3/2023,2
EEE,2013J,444403,551072,11/7/2023,1
EEE,2013J,444403,551010,2/5/2023,1
EEE,2013J,444403,551048,28/5/2023,1
EEE,2013J,444403,551173,7/5/2023,1
EEE,2013J,444403,551012,9/4/2023,5
BBB,2013B,444408,542795,18/2/2023,2
BBB,2013B,444408,542811,18/2/2023,3
BBB,2013B,444408,543058,18/3/2023,1
BBB,2013B,444408,543088,6/3/2023,1
BBB,2013B,444408,542864,7/5/2023,2
DDD,2014B,444474,773313,5/2/2023,5
BBB,2014J,444545,913657,1/2/2023,1
BBB,2014J,444545,913535,18/6/2023,47
BBB,2014J,444545,913482,25/4/2023,1
DDD,2013B,444576,547542,19/5/2023,2
DDD,2013B,444576,547272,4/2/2023,3
FFF,2014J,444619,882551,1/2/2023,2
FFF,2013J,444619,716222,1/2/2023,1
FFF,2014J,444619,882545,11/5/2023,1
FFF,2014J,444619,883037,12/6/2023,1
FFF,2014J,444619,883037,13/5/2023,2
FFF,2014J,444619,882537,13/6/2023,3
FFF,2014J,444619,882547,14/4/2023,1
FFF,2014J,444619,882547,16/6/2023,8
FFF,2013J,444619,716643,19/2/2023,1
FFF,2014J,444619,882547,20/6/2023,5
FFF,2014J,444619,882537,21/2/2023,8
FFF,2014J,444619,882545,25/2/2023,17
FFF,2014J,444619,882537,26/6/2023,15
FFF,2014J,444619,882551,29/9/2023,3
FFF,2014J,444619,882975,30/4/2023,1
FFF,2013J,444619,716216,6/3/2023,1
FFF,2014J,444619,882683,7/6/2023,1
FFF,2014J,444619,882610,8/6/2023,1
AAA,2013J,444677,546883,11/6/2023,1
AAA,2013J,444677,546614,14/4/2023,1
AAA,2013J,444677,546657,15/4/2023,1
AAA,2013J,444677,546879,18/2/2023,1
AAA,2013J,444677,546731,20/2/2023,2
AAA,2013J,444677,546695,20/6/2023,4
AAA,2013J,444677,546648,26/6/2023,2
DDD,2013B,444713,547276,14/3/2023,1
DDD,2013B,444713,547633,20/3/2023,1
DDD,2013B,444713,547701,20/3/2023,1
DDD,2013B,444713,547937,23/2/2023,1
DDD,2013B,444713,547276,8/2/2023,2
DDD,2014J,444766,813710,1/6/2023,1
DDD,2014J,444766,813706,10/6/2023,2
DDD,2014J,444766,814279,10/8/2023,1
DDD,2014J,444766,813701,13/4/2023,3
DDD,2014J,444766,813708,14/8/2023,3
DDD,2014J,444766,813969,2/3/2023,1
DDD,2014J,444766,813708,21/3/2023,1
DDD,2014J,444766,813708,26/7/2023,5
DDD,2014J,444766,813706,3/5/2023,3
DDD,2014J,444766,813701,31/5/2023,5
DDD,2014J,444766,813706,7/3/2023,1
DDD,2014J,444766,813969,8/3/2023,1
DDD,2014J,444766,813701,8/6/2023,8
BBB,2013J,444821,703721,19/3/2023,1
BBB,2013J,444821,703722,26/2/2023,1
FFF,2014J,444907,882626,1/2/2023,5
FFF,2014J,444907,882922,1/2/2023,2
FFF,2014J,444907,882592,2/9/2023,11
FFF,2014J,444907,882676,2/9/2023,1
FFF,2014J,444907,882537,20/3/2023,1
FFF,2014J,444907,882537,25/9/2023,3
FFF,2014J,444907,882537,4/8/2023,1
FFF,2014J,444907,882683,4/9/2023,1
BBB,2013J,444960,703732,13/2/2023,3
EEE,2014J,445049,832565,2/9/2023,1
EEE,2014J,445049,832566,29/8/2023,1
GGG,2013J,445086,661570,1/2/2023,4
GGG,2013J,445086,661807,24/5/2023,1
GGG,2013J,445086,661573,30/6/2023,1
CCC,2014J,445114,909265,1/2/2023,1
CCC,2014J,445114,909062,12/9/2023,1
CCC,2014J,445114,909091,24/6/2023,16
CCC,2014J,445114,909232,6/2/2023,4
BBB,2014J,445136,913473,1/2/2023,5
BBB,2014J,445136,913473,13/7/2023,3
BBB,2014J,445136,985230,16/8/2023,8
BBB,2014J,445136,913491,28/6/2023,15
BBB,2014J,445136,913493,29/5/2023,1
FFF,2013J,445410,716434,12/9/2023,1
FFF,2013J,445410,716318,20/3/2023,1
FFF,2013J,445410,716270,23/9/2023,2
FFF,2013J,445410,716668,25/9/2023,1
DDD,2013J,445749,674010,1/2/2023,1
FFF,2013J,445776,716653,13/2/2023,1
FFF,2013J,445776,716861,18/3/2023,1
FFF,2013J,445776,716643,19/3/2023,1
FFF,2013J,445776,716649,20/3/2023,1
FFF,2013J,445776,716216,3/2/2023,4
FFF,2013J,445776,716332,4/9/2023,6
FFF,2013J,445776,716238,7/5/2023,2
FFF,2013J,445776,716216,7/5/2023,1
CCC,2014B,445777,729673,1/6/2023,1
CCC,2014B,445777,729673,10/9/2023,1
CCC,2014B,445777,729816,11/5/2023,1
CCC,2014B,445777,730069,12/4/2023,1
CCC,2014B,445777,730084,15/5/2023,1
CCC,2014B,445777,729683,16/2/2023,1
CCC,2014B,445777,729683,2/6/2023,1
CCC,2014B,445777,729673,21/8/2023,1
CCC,2014B,445777,730007,3/6/2023,1
CCC,2014B,445777,729682,30/6/2023,1
CCC,2014B,445777,730121,30/8/2023,1
CCC,2014B,445777,729671,6/6/2023,2
BBB,2013B,445889,543322,11/4/2023,1
BBB,2013B,445889,542811,15/3/2023,1
BBB,2013B,445889,542864,16/2/2023,6
BBB,2013B,445889,542807,24/8/2023,1
BBB,2013B,445889,542811,5/9/2023,3
DDD,2013J,445930,673530,25/3/2023,1
EEE,2013J,445972,551073,10/7/2023,11
EEE,2013J,445972,551072,12/7/2023,2
CCC,2014B,445972,729671,15/3/2023,1
EEE,2013J,445972,551066,16/2/2023,8
EEE,2013J,445972,551047,17/9/2023,7
CCC,2014B,445972,729671,18/6/2023,4
CCC,2014B,445972,729678,19/3/2023,1
EEE,2013J,445972,551073,2/7/2023,32
CCC,2014B,445972,730053,22/3/2023,2
EEE,2013J,445972,551031,22/4/2023,2
EEE,2013J,445972,551175,23/2/2023,1
CCC,2014B,445972,729678,24/2/2023,2
EEE,2013J,445972,551012,26/2/2023,5
CCC,2014B,445972,729671,28/8/2023,1
EEE,2013J,445972,551172,3/8/2023,1
EEE,2013J,445972,551162,30/5/2023,1
CCC,2014B,445972,729671,31/3/2023,1
EEE,2013J,445972,551033,31/5/2023,1
EEE,2013J,445972,551012,31/8/2023,6
CCC,2014B,445972,730007,4/2/2023,1
EEE,2013J,445972,551162,7/4/2023,4
DDD,2013J,446246,674296,10/9/2023,2
DDD,2013J,446246,673542,18/3/2023,1
DDD,2013J,446246,673727,22/9/2023,1
DDD,2013J,446246,673540,23/8/2023,2
DDD,2013J,446246,673519,24/6/2023,4
DDD,2013J,446246,674088,25/5/2023,1
DDD,2013J,446246,673997,29/7/2023,1
EEE,2013J,446397,551011,29/3/2023,1
EEE,2013J,446397,551162,29/5/2023,1
EEE,2013J,446397,551010,4/6/2023,3
EEE,2013J,446397,551073,9/6/2023,3
FFF,2013B,446440,526721,1/5/2023,4
FFF,2013B,446440,527173,19/3/2023,2
FFF,2013B,446440,527197,30/4/2023,2
FFF,2013J,446628,716222,1/2/2023,1
FFF,2013J,446628,716318,16/2/2023,1
CCC,2014B,446628,730035,16/2/2023,1
FFF,2013J,446628,716640,23/2/2023,1
FFF,2013J,446628,716324,31/5/2023,1
FFF,2013J,446628,716704,4/5/2023,1
FFF,2013J,446628,716767,8/5/2023,1
BBB,2014B,446650,768377,15/4/2023,7
BBB,2014B,446650,768336,18/3/2023,2
BBB,2014B,446650,768477,2/3/2023,1
BBB,2014B,446650,768351,23/4/2023,2
BBB,2014B,446650,768351,30/5/2023,2
BBB,2013J,446873,704224,17/2/2023,2
DDD,2013J,447059,673546,16/9/2023,1
DDD,2013J,447059,673537,17/2/2023,5
DDD,2013J,447059,674150,19/3/2023,1
DDD,2013J,447059,673537,23/6/2023,3
DDD,2013J,447059,673982,23/7/2023,1
DDD,2013J,447059,673737,29/8/2023,1
DDD,2013J,447059,673542,29/8/2023,1
DDD,2013J,447059,673537,29/8/2023,4
DDD,2013J,447059,673537,5/4/2023,1
BBB,2013J,447086,703721,1/2/2023,2
DDD,2014B,447162,772705,1/2/2023,4
DDD,2014B,447162,772705,13/9/2023,1
DDD,2014B,447162,772729,16/6/2023,5
DDD,2014B,447162,772994,19/5/2023,1
DDD,2014B,447162,772729,19/6/2023,1
BBB,2014B,447184,768351,13/3/2023,1
BBB,2014B,447184,768351,19/3/2023,4
BBB,2014B,447184,768348,22/5/2023,2
BBB,2014B,447184,768377,23/4/2023,1
BBB,2014B,447184,768379,28/6/2023,1
EEE,2014B,447235,790732,17/2/2023,2
EEE,2014B,447235,790845,18/6/2023,3
EEE,2014B,447235,790866,8/6/2023,5
EEE,2014B,447235,790732,8/7/2023,4
BBB,2014B,447265,768377,24/4/2023,1
EEE,2014J,447659,832712,18/2/2023,12
BBB,2013B,447759,543020,10/2/2023,1
BBB,2013B,447759,542807,11/6/2023,6
BBB,2013B,447759,542864,13/4/2023,4
BBB,2013B,447759,542807,15/3/2023,3
BBB,2013B,447759,542807,17/9/2023,21
BBB,2013B,447759,543055,19/2/2023,1
BBB,2013B,447759,542807,19/5/2023,2
BBB,2013B,447759,542799,29/6/2023,1
BBB,2013B,447759,542811,3/2/2023,1
CCC,2014B,464236,729671,1/2/2023,2
DDD,2013B,464236,547303,1/6/2023,4
DDD,2013B,464236,547548,19/2/2023,7
DDD,2013B,464236,547929,20/5/2023,1
DDD,2013B,464236,547303,21/5/2023,4
DDD,2013B,464236,547927,23/5/2023,1
DDD,2013B,464236,547303,29/4/2023,3
DDD,2013B,464236,547929,3/5/2023,2
FFF,2013J,464616,716440,20/9/2023,1
DDD,2014B,464685,772997,1/6/2023,4
DDD,2014B,464685,773431,17/7/2023,1
DDD,2014B,464685,772705,21/9/2023,3
DDD,2014B,464685,772729,7/5/2023,3
DDD,2014B,464685,772705,7/6/2023,4
CCC,2014J,464732,909093,19/2/2023,1
CCC,2014J,464732,909013,20/8/2023,3
CCC,2014J,464732,909032,8/7/2023,1
DDD,2014J,464748,813710,1/2/2023,1
DDD,2014J,464748,814028,10/7/2023,1
DDD,2014J,464748,813710,18/2/2023,1
DDD,2014J,464748,813701,6/7/2023,2
DDD,2013J,464924,673539,1/2/2023,3
DDD,2013J,464924,673523,1/2/2023,2
DDD,2013J,464924,674105,1/2/2023,1
DDD,2013J,464924,673537,1/2/2023,5
DDD,2013J,464924,674166,1/2/2023,2
DDD,2013J,464924,673537,1/2/2023,1
DDD,2013J,464924,673519,1/2/2023,1
DDD,2013J,464924,673539,1/9/2023,7
DDD,2013J,464924,673745,12/6/2023,3
DDD,2013J,464924,673537,17/2/2023,3
DDD,2013J,464924,673537,17/3/2023,1
DDD,2013J,464924,673519,2/3/2023,3
DDD,2013J,464924,673519,2/5/2023,1
DDD,2013J,464924,674013,20/5/2023,1
DDD,2013J,464924,674228,22/2/2023,1
DDD,2013J,464924,674100,4/9/2023,2
DDD,2013J,464924,673539,7/7/2023,2
DDD,2013J,464924,673537,7/9/2023,1
DDD,2013J,464924,674099,8/5/2023,1
DDD,2014J,464968,813710,16/2/2023,1
DDD,2014J,464968,814074,17/3/2023,1
DDD,2014J,464968,813704,3/3/2023,1
DDD,2014J,464968,813710,5/9/2023,2
CCC,2014J,464981,909287,1/8/2023,1
CCC,2014J,464981,909093,10/2/2023,3
FFF,2013J,464981,716238,12/3/2023,2
CCC,2014J,464981,909013,13/8/2023,6
CCC,2014J,464981,909013,17/8/2023,1
FFF,2013J,464981,716334,18/6/2023,9
FFF,2013J,464981,716257,19/6/2023,1
FFF,2013J,464981,716432,2/4/2023,2
FFF,2013J,464981,716440,20/2/2023,31
CCC,2014J,464981,1010405,21/8/2023,2
FFF,2013J,464981,716216,24/9/2023,1
FFF,2013J,464981,716253,27/8/2023,1
CCC,2014J,464981,909094,28/3/2023,51
CCC,2014J,464981,909094,28/3/2023,1
FFF,2013J,464981,716334,30/7/2023,19
FFF,2013J,464981,716851,4/2/2023,2
FFF,2013J,464981,716247,4/8/2023,4
FFF,2013J,464981,716216,7/2/2023,3
FFF,2013J,464981,716238,9/6/2023,7
DDD,2013B,465068,547303,1/2/2023,5
DDD,2013B,465260,547816,11/2/2023,1
DDD,2013B,465260,547889,11/3/2023,1
DDD,2013B,465260,547963,15/6/2023,1
DDD,2013B,465260,547303,17/4/2023,6
DDD,2013B,465260,547303,19/3/2023,9
DDD,2013B,465260,547867,19/3/2023,1
DDD,2013B,465260,547303,23/4/2023,6
DDD,2013B,465260,547867,25/2/2023,1
DDD,2013B,465260,547837,26/2/2023,1
DDD,2013B,465260,547958,27/5/2023,2
DDD,2013B,465260,547303,28/3/2023,1
DDD,2013B,465260,547605,30/7/2023,2
DDD,2013B,465260,547605,31/7/2023,2
DDD,2013B,465260,547857,8/7/2023,1
FFF,2014J,465294,882654,1/2/2023,1
FFF,2014J,465294,882545,10/2/2023,2
FFF,2014J,465294,883060,10/2/2023,1
FFF,2014J,465294,883092,16/3/2023,1
FFF,2014J,465294,882676,16/6/2023,2
FFF,2014J,465294,883075,21/5/2023,1
FFF,2014J,465294,882653,23/2/2023,1
FFF,2014J,465294,882676,3/4/2023,2
FFF,2014J,465294,882580,3/5/2023,1
FFF,2014J,465294,883092,9/6/2023,5
EEE,2013J,465392,551073,6/7/2023,7
EEE,2013J,465392,551072,6/7/2023,2
EEE,2014J,465406,832656,1/3/2023,10
EEE,2014J,465406,832695,11/7/2023,6
CCC,2014B,465406,730035,16/9/2023,2
EEE,2014J,465406,832639,26/2/2023,2
EEE,2014J,465406,832656,3/3/2023,6
EEE,2014J,465406,832567,9/4/2023,4
CCC,2014B,465406,729671,9/4/2023,8
CCC,2014B,465406,729779,9/4/2023,75
BBB,2013B,465599,542810,8/5/2023,3
EEE,2013J,465619,551071,1/4/2023,7
CCC,2014J,465619,909093,18/2/2023,5
EEE,2013J,465619,551073,2/7/2023,2
EEE,2013J,465619,551038,21/6/2023,3
EEE,2013J,465619,551010,24/3/2023,1
EEE,2013J,465619,551073,25/6/2023,3
EEE,2013J,465619,551072,26/6/2023,2
EEE,2013J,465619,551127,6/2/2023,1
EEE,2013J,465619,551010,8/10/2023,1
CCC,2014J,465732,909286,1/3/2023,1
CCC,2014J,465732,909268,5/3/2023,2
FFF,2013J,465900,716256,10/7/2023,24
FFF,2013J,465900,716216,11/7/2023,4
FFF,2013J,465900,716306,15/9/2023,21
FFF,2013J,465900,716318,17/3/2023,2
FFF,2013J,465900,716238,2/9/2023,1
FFF,2013J,465900,716660,20/3/2023,1
FFF,2013J,465900,716441,22/9/2023,1
FFF,2013J,465900,716441,22/9/2023,52
FFF,2013J,465900,716260,4/9/2023,21
FFF,2013J,465900,716649,5/2/2023,2
CCC,2014J,465900,909332,7/4/2023,1
FFF,2013J,465900,716244,7/8/2023,2
DDD,2013B,466216,547272,1/2/2023,3
DDD,2013B,466216,547272,11/4/2023,2
DDD,2013B,466216,547539,12/6/2023,9
DDD,2013B,466216,547656,13/2/2023,2
DDD,2013B,466216,547776,15/2/2023,1
DDD,2013B,466216,547272,15/3/2023,6
DDD,2013B,466216,547303,15/8/2023,6
DDD,2013B,466216,547272,17/2/2023,7
DDD,2013B,466216,547957,17/4/2023,1
DDD,2013B,466216,547931,17/7/2023,1
DDD,2013B,466216,547303,21/9/2023,1
DDD,2013B,466216,547303,22/2/2023,2
DDD,2013B,466216,547563,24/7/2023,1
DDD,2013B,466216,547548,25/2/2023,1
DDD,2013B,466216,547615,25/4/2023,1
DDD,2013B,466216,547835,25/7/2023,1
DDD,2013B,466216,547947,26/2/2023,2
DDD,2013B,466216,547272,3/3/2023,5
DDD,2013B,466216,547272,3/4/2023,6
DDD,2013B,466216,547272,9/9/2023,1
FFF,2013B,466329,527358,12/2/2023,1
FFF,2013B,466329,527204,16/2/2023,1
FFF,2013B,466329,526737,18/2/2023,1
FFF,2013B,466329,526841,19/2/2023,4
FFF,2013B,466329,527521,21/2/2023,2
FFF,2013B,466329,527115,26/2/2023,3
CCC,2014B,466714,729671,19/2/2023,1
DDD,2014B,466714,773202,19/2/2023,3
DDD,2014B,466714,772705,19/3/2023,1
BBB,2014B,466856,768377,11/4/2023,1
BBB,2014B,466856,768351,5/4/2023,2
EEE,2014J,466892,832658,1/2/2023,8
EEE,2014J,466892,832567,1/2/2023,6
EEE,2014J,466892,832565,1/2/2023,6
EEE,2014J,466892,832659,1/2/2023,4
EEE,2014J,466892,832660,1/2/2023,1
EEE,2014J,466892,832568,1/7/2023,2
EEE,2014J,466892,832568,10/2/2023,3
EEE,2014J,466892,973719,11/7/2023,9
EEE,2014J,466892,832567,16/8/2023,8
EEE,2014J,466892,832713,17/8/2023,20
EEE,2014J,466892,973719,18/6/2023,41
EEE,2014J,466892,832569,19/7/2023,1
EEE,2014J,466892,832663,2/2/2023,4
EEE,2014J,466892,832567,20/4/2023,1
EEE,2014J,466892,832568,21/5/2023,4
EEE,2014J,466892,832568,23/7/2023,3
EEE,2014J,466892,832565,26/3/2023,8
EEE,2014J,466892,832567,26/6/2023,12
EEE,2014J,466892,832568,27/3/2023,3
EEE,2014J,466892,832566,30/5/2023,5
EEE,2014J,466892,832565,31/5/2023,14
EEE,2014J,466892,832567,5/4/2023,2
EEE,2014J,466892,832567,5/5/2023,3
EEE,2014J,466892,832567,6/9/2023,6
EEE,2014J,466892,832566,9/4/2023,1
EEE,2014J,466892,973720,9/7/2023,7
BBB,2013B,466973,542892,1/5/2023,2
BBB,2013B,466973,542811,4/3/2023,6
BBB,2013B,466973,542891,4/3/2023,1
BBB,2013J,467179,704224,1/2/2023,1
BBB,2013J,467179,703737,10/2/2023,1
DDD,2013B,467294,547791,20/2/2023,1
DDD,2013B,467294,547270,21/4/2023,3
DDD,2013B,467294,547303,24/3/2023,8
DDD,2013B,467294,547546,26/3/2023,18
FFF,2013B,467506,527203,1/2/2023,3
FFF,2013B,467506,527204,1/7/2023,1
FFF,2013B,467506,526737,10/3/2023,1
FFF,2013B,467506,527176,14/4/2023,3
FFF,2013B,467506,526823,14/4/2023,5
FFF,2013B,467506,527507,14/4/2023,1
FFF,2013B,467506,526789,20/8/2023,18
FFF,2013B,467506,526721,25/4/2023,2
FFF,2013B,467506,526796,25/6/2023,27
FFF,2013B,467506,527111,26/8/2023,15
FFF,2013B,467506,526773,27/5/2023,1
FFF,2013B,467506,527182,27/5/2023,2
FFF,2013B,467506,527113,30/6/2023,4
FFF,2013B,467506,526821,6/3/2023,3
FFF,2013J,467524,716324,11/5/2023,4
FFF,2013J,467524,716644,14/4/2023,1
FFF,2013J,467524,716263,16/4/2023,1
FFF,2013J,467524,716216,16/4/2023,5
FFF,2013J,467524,716238,20/3/2023,6
FFF,2013J,467524,716995,22/7/2023,1
FFF,2013J,467524,716238,23/10/2023,1
FFF,2013J,467524,716433,25/6/2023,1
FFF,2013J,467524,716640,27/4/2023,2
FFF,2013J,467524,716332,3/9/2023,4
FFF,2013J,467524,716436,30/3/2023,3
FFF,2013J,467524,716661,31/8/2023,1
FFF,2013J,467524,716334,5/7/2023,3
FFF,2013J,467524,716660,8/7/2023,2
BBB,2014B,467580,768351,11/2/2023,2
BBB,2014B,467580,768336,11/4/2023,3
BBB,2014B,467580,768351,14/5/2023,6
BBB,2014B,467580,768421,17/5/2023,1
BBB,2014B,467580,768351,19/8/2023,6
BBB,2014B,467580,768431,19/8/2023,3
BBB,2014B,467580,768484,23/7/2023,1
FFF,2013B,467700,526735,1/2/2023,6
FFF,2013B,467700,527204,2/2/2023,3
FFF,2013B,467700,527113,31/8/2023,1
FFF,2013B,467700,527169,6/9/2023,2
FFF,2013B,467700,527420,6/9/2023,2
FFF,2013B,467725,527169,1/2/2023,2
