id_assessment,id_student,time_taken_hours,achieved_score
15007,522714,5.3,15.0
15007,522894,6.3,12.0
15007,527393,6.9,12.0
15007,530487,5.7,15.0
15007,530841,7.5,12.0
15007,532750,7.7,15.0
15007,533091,2.9,15.0
15007,534133,4.7,9.0
15007,536318,2.6,15.0
15007,536632,4.3,15.0
15007,536660,5.5,12.0
15007,536992,7.5,9.0
15007,540005,7.2,15.0
15007,540682,3.2,15.0
15007,541586,3.0,15.0
15007,541702,5.7,12.0
15007,542707,5.4,9.0
15007,545200,4.0,12.0
15007,545462,7.4,15.0
15007,546196,7.6,12.0
15007,548899,4.7,15.0
15007,549226,7.4,15.0
15007,549918,4.6,15.0
15007,550941,6.6,12.0
15007,551205,5.1,12.0
15007,551234,3.2,12.0
15007,551802,7.6,9.0
15007,552622,5.0,15.0
15007,553825,6.5,9.0
15007,553856,4.5,12.0
15007,555346,2.6,15.0
15007,555614,3.1,12.0
15007,555721,5.2,12.0
15007,556228,6.3,15.0
15007,557652,4.3,6.0
15007,558962,6.3,15.0
15007,558983,6.3,12.0
15007,559685,6.4,15.0
15007,560567,5.2,6.0
15007,561457,7.5,9.0
15007,563706,5.2,15.0
15007,563733,5.0,9.0
15007,563735,3.6,15.0
15007,563769,4.2,6.0
15007,563794,2.7,15.0
15007,564129,6.0,15.0
15007,564958,3.9,15.0
15007,565919,4.2,12.0
15007,566346,6.7,15.0
15007,566358,4.3,15.0
15007,566369,3.8,15.0
15007,566720,3.4,12.0
15007,567363,6.8,15.0
15007,567402,3.2,9.0
15007,567500,5.0,15.0
15007,567754,5.3,15.0
15007,569141,6.3,12.0
15007,569854,6.0,15.0
15007,569862,7.0,15.0
15007,570157,2.7,15.0
15007,570168,4.1,12.0
15007,570287,4.0,6.0
15007,570759,3.3,15.0
15007,571083,4.1,6.0
15007,571503,4.2,12.0
15007,571693,5.4,12.0
15007,572504,6.2,15.0
15007,572508,4.6,12.0
15007,572733,6.5,12.0
15007,573063,4.3,15.0
15007,573225,4.1,9.0
15007,573433,5.5,6.0
15007,573453,2.6,12.0
15007,573578,2.9,15.0
15007,573777,4.8,15.0
15007,573790,7.7,9.0
15007,573831,6.5,6.0
15007,573893,3.0,15.0
15007,573986,7.2,9.0
15007,574212,6.5,15.0
15007,574250,5.9,9.0
15007,574348,7.0,15.0
15007,574648,4.7,15.0
15007,574973,3.7,12.0
15007,575560,5.3,12.0
15007,576158,5.5,9.0
15007,576935,5.5,12.0
15007,577069,5.6,15.0
15007,577096,7.7,15.0
15007,577286,7.5,9.0
15007,577347,7.3,12.0
15007,577498,6.9,15.0
15007,577680,7.7,9.0
15007,578197,3.0,15.0
15007,578447,4.0,15.0
15007,578600,5.2,15.0
15007,578676,7.2,9.0
15007,579575,5.3,6.0
15007,579619,6.6,6.0
15007,580094,3.3,15.0
15007,580880,3.9,12.0
15007,580883,6.5,15.0
15007,581431,3.4,15.0
15007,582406,4.4,9.0
15007,582474,4.0,15.0
15007,582636,4.4,12.0
15007,582833,6.4,6.0
15007,582878,4.5,12.0
15007,582940,5.6,15.0
15007,582975,3.0,12.0
15007,583012,6.9,9.0
15007,583039,4.5,9.0
15007,583142,6.1,12.0
15007,583170,6.5,15.0
15007,583708,3.7,15.0
15007,583970,7.4,15.0
15007,583977,5.9,9.0
15007,584042,4.9,12.0
15007,584325,3.5,9.0
15007,585779,7.7,15.0
15007,586346,6.7,6.0
15007,586742,3.6,15.0
15007,587810,4.4,15.0
15007,587985,7.0,15.0
15007,588117,6.3,15.0
15007,588355,6.7,12.0
15007,588883,4.9,15.0
15007,588910,6.4,15.0
15007,589123,4.6,9.0
15007,589950,3.7,9.0
15007,590372,6.0,12.0
15007,590667,7.9,9.0
15007,591030,4.2,9.0
15007,591589,5.0,12.0
15007,591820,6.2,15.0
15007,592317,5.5,15.0
15007,592441,7.1,6.0
15007,592480,6.7,12.0
15007,592496,2.8,15.0
15007,592618,8.0,9.0
15007,592772,6.6,15.0
15007,592815,7.3,9.0
15007,592854,6.1,15.0
15007,593385,7.2,12.0
15007,593421,3.1,15.0
15007,593513,4.4,12.0
15007,593695,7.3,12.0
15007,593715,3.6,15.0
15007,593900,2.9,15.0
15007,594693,6.8,15.0
15007,594762,7.1,12.0
15007,594928,3.4,9.0
15007,595499,7.2,9.0
15007,595678,6.3,12.0
15007,596017,5.4,15.0
15007,596107,7.1,15.0
15007,596108,4.8,6.0
15007,596114,3.6,9.0
15007,596242,4.1,3.0
15007,596417,5.3,3.0
15007,596451,5.4,15.0
15007,596596,6.9,15.0
15007,596964,6.9,15.0
15007,597532,5.7,6.0
15007,597742,6.8,15.0
15007,598253,3.6,9.0
15007,598260,2.8,3.0
15007,598914,7.3,9.0
15007,599016,2.9,9.0
15007,599739,3.9,12.0
15007,599748,6.3,15.0
15007,599794,4.8,15.0
15007,599840,7.3,15.0
15007,599895,4.1,15.0
15007,600684,2.6,15.0
15007,600771,4.2,12.0
15007,600856,5.7,9.0
15007,601499,4.6,15.0
15007,601885,5.4,15.0
15007,602245,7.3,15.0
15007,602395,7.5,12.0
15007,602496,4.0,15.0
15007,603012,5.0,15.0
15007,603270,5.5,15.0
15007,603287,7.7,15.0
15007,603440,8.0,15.0
15007,603661,3.8,15.0
15007,604151,6.5,12.0
15007,604196,4.6,15.0
15007,604292,2.5,15.0
15007,604731,2.6,6.0
15007,604917,5.0,15.0
15007,604921,5.2,15.0
15007,604966,2.6,9.0
15007,605390,6.3,15.0
15007,606097,4.1,15.0
15007,606179,5.6,15.0
15007,606229,4.2,12.0
15007,606458,3.4,9.0
15007,606465,4.7,15.0
15007,606562,3.8,15.0
15007,607735,5.4,12.0
15007,607778,3.6,15.0
15007,607887,5.3,15.0
15007,607889,3.4,12.0
15007,607909,6.2,15.0
15007,607914,6.6,3.0
15007,608000,3.1,15.0
15007,608047,5.1,12.0
15007,609307,2.9,12.0
15007,609871,5.8,9.0
15007,610059,4.0,12.0
15007,610362,5.4,15.0
15007,610725,5.3,6.0
15007,610745,7.6,15.0
15007,610763,5.5,15.0
15007,610906,5.7,15.0
15007,611012,4.7,12.0
15007,611017,7.7,12.0
15007,611023,6.8,12.0
15007,611060,4.1,15.0
15007,611268,7.1,15.0
15007,612252,4.9,15.0
15007,612661,7.1,15.0
15007,612684,7.0,12.0
15007,612757,3.5,15.0
15007,612891,6.4,15.0
15007,613171,4.1,15.0
15007,613177,4.1,15.0
15007,613196,4.1,15.0
15007,613293,6.5,12.0
15007,613416,3.8,9.0
15007,613418,2.5,12.0
15007,614013,6.4,15.0
15007,614495,3.4,15.0
15007,617472,3.1,9.0
15007,619082,3.8,12.0
15008,559381,1.1,15.8
15008,559573,1.2,19.8
15008,560117,0.6,18.0
15008,560536,2.0,17.8
15008,561060,1.6,16.0
15008,561953,1.0,19.0
15008,561978,1.0,18.5
15008,562857,1.2,16.0
15008,563413,1.4,16.2
15008,563487,0.7,17.0
15008,563987,0.8,18.0
15008,564409,1.8,21.2
15008,565869,0.9,17.8
15008,565988,1.1,18.8
15008,567048,1.8,13.8
15008,567059,1.5,16.2
15008,567889,1.0,18.8
15008,567963,1.5,19.5
15008,568042,0.5,10.0
15008,568370,1.6,19.2
15008,568559,1.2,16.2
15008,569225,1.7,18.8
15008,570186,1.9,18.8
15008,571880,1.9,17.2
15008,573824,1.9,18.2
15008,573851,1.3,17.8
15008,578574,1.0,18.8
15008,580688,1.2,23.0
15008,581459,1.5,16.8
15008,586086,1.8,18.8
15008,587524,0.8,18.0
15008,588302,1.9,19.8
15008,588459,1.7,13.8
15008,589333,2.0,18.8
15008,589444,1.8,21.5
15008,590812,0.9,13.8
15008,590870,0.7,15.0
15008,591743,0.7,18.8
15008,592602,0.9,16.8
15008,594417,1.4,17.8
15008,595047,1.7,20.8
15008,596171,1.8,19.8
15008,597882,1.4,16.2
15008,598313,0.5,12.5
15008,598415,0.8,20.8
15008,598451,0.6,16.2
15008,598918,1.0,19.8
15008,599161,1.3,15.0
15008,600407,0.6,20.8
15008,601238,1.0,16.0
15008,601616,0.8,19.0
15008,601862,1.5,19.0
15008,602011,1.2,11.8
15008,602898,1.2,12.2
15008,602991,1.1,21.2
15008,603739,1.9,17.2
15008,603762,0.8,19.5
15008,605672,1.3,20.5
15008,607108,1.6,18.0
15008,607848,1.3,21.0
15008,609422,1.9,18.8
15008,609596,1.1,20.0
15008,611233,1.2,19.2
15008,612082,0.6,17.8
15008,612370,1.4,18.2
15008,612862,0.9,22.5
15008,613038,0.7,14.0
15008,613161,1.3,9.5
15008,613162,1.3,15.5
15008,613355,0.6,17.8
15008,613791,1.5,16.8
15008,613856,1.4,20.0
15008,613932,0.8,16.0
15008,614039,1.2,17.5
15008,614117,1.6,16.2
15008,614212,1.3,21.2
15008,614583,1.1,20.0
15008,614629,1.0,21.8
15008,614741,1.4,22.5
15008,614744,1.9,18.5
15008,614871,1.5,16.2
15008,615028,0.6,17.5
15008,615173,1.2,14.5
15008,616511,1.8,18.0
15008,616526,0.6,18.2
15008,616536,2.0,16.2
15008,616670,1.9,16.2
15008,616919,0.6,18.8
15008,617146,1.9,17.2
15008,617225,1.0,19.8
15008,617297,1.8,14.2
15008,617560,1.1,16.2
15008,617714,1.2,11.5
15008,617792,1.5,18.0
15008,617813,1.7,16.5
15008,618145,0.6,19.2
15008,618265,1.4,21.2
15008,618631,0.8,16.8
15008,618632,1.0,19.8
15008,618965,1.0,16.2
15008,619054,1.2,13.0
15008,619508,1.0,13.8
15008,620073,0.7,21.5
15008,620257,0.7,18.8
15008,620304,0.6,13.8
15008,620573,1.2,20.2
15008,620922,1.9,20.8
15008,620923,0.7,18.8
15008,621303,1.9,10.8
15008,621322,1.6,14.0
15008,621323,1.5,18.8
15008,621508,1.5,13.5
15008,621937,1.7,15.5
15008,622345,0.7,17.0
15008,622466,1.3,22.5
15008,622604,1.5,18.5
15008,622715,1.4,12.0
15008,622766,1.7,5.0
15008,623069,0.6,17.2
15008,623333,1.5,20.8
15008,623406,1.3,16.2
15008,623654,1.1,22.8
15008,623821,1.0,14.2
15008,623845,1.4,10.0
15008,623935,1.8,13.8
15008,624306,1.2,16.8
15008,624350,1.7,13.0
15008,624415,1.1,16.2
15008,624604,0.7,16.2
15008,624673,0.6,11.2
15008,624704,0.6,16.5
15008,624799,1.1,18.0
15008,625071,1.0,16.5
15008,625087,1.6,17.5
15008,625185,1.6,23.2
15008,625295,0.6,18.5
15008,625444,0.8,18.5
15008,625514,0.9,13.2
15008,625578,1.3,16.2
15008,625879,0.7,12.5
15008,626123,0.7,19.2
15008,626126,1.9,18.0
15008,626138,1.7,18.5
15008,626386,0.8,22.0
15008,626442,1.1,12.5
15008,626555,1.0,19.8
15008,626750,1.7,16.2
15008,626966,1.3,18.0
15008,627027,0.7,17.5
15008,627118,1.6,22.5
15008,627185,1.1,18.8
15008,627190,0.9,19.8
15008,627403,1.1,18.2
15008,627509,1.2,13.8
15008,627613,1.0,16.2
15008,627647,0.9,20.0
15008,627659,1.1,14.0
15008,627948,0.5,16.2
15008,628178,1.7,20.5
15008,628190,0.8,21.0
15008,628287,0.6,12.8
15008,628328,1.5,21.0
15008,628379,1.7,16.2
15008,628389,1.7,17.2
15008,628954,1.2,18.0
15008,628982,0.8,18.0
15008,629044,1.6,18.8
15008,629461,1.5,11.5
15008,629490,0.9,18.5
15008,629504,1.9,21.8
15008,629886,0.7,14.0
15008,630090,2.0,15.5
15008,630147,1.8,17.5
15008,630393,1.5,18.2
15008,630586,1.9,13.8
15008,630718,1.6,22.5
15008,630763,0.8,11.8
15008,630833,1.2,20.8
15008,630876,0.6,19.5
15008,631081,1.1,22.5
15008,631384,1.6,18.2
15008,631441,1.1,22.0
15008,631445,1.0,12.8
15008,631610,1.4,16.8
15008,631613,1.8,17.5
15008,631724,0.6,23.0
15008,632084,1.1,21.5
15008,632231,0.7,13.5
15008,632254,1.5,19.0
15008,632447,0.7,12.0
15008,632470,1.5,14.2
15008,632547,0.9,18.2
15008,632578,0.8,17.0
15008,632704,1.9,14.2
15008,633130,0.5,18.2
15008,633162,1.2,14.8
15008,633212,0.5,18.8
15008,633472,1.2,19.2
15008,633590,1.3,20.0
15008,633603,1.0,10.0
15008,633650,0.7,13.5
15008,634077,1.1,19.2
15008,634230,1.5,20.0
15008,634286,1.7,17.5
15008,634472,1.3,22.5
15008,635113,1.4,18.8
15008,635122,0.8,22.8
15008,635246,0.9,14.8
15008,635591,0.7,19.2
15008,635755,0.9,18.0
15008,635761,0.8,14.5
15008,635788,1.3,20.8
15008,1453691,1.3,15.0
15008,1525567,1.9,21.8
15008,1536591,0.8,17.5
15008,1560989,1.5,19.8
15008,1633695,1.7,18.5
15008,1730702,1.3,15.0
15008,1782665,0.9,22.5
15008,1786380,0.9,18.8
15008,1864697,0.6,22.5
15008,1866742,1.0,16.8
15008,2002415,1.6,17.8
15008,2087747,0.6,18.8
15008,2094350,0.8,14.2
15008,2104426,1.6,19.2
15008,2230457,1.7,14.5
15008,2266377,1.2,19.0
15008,2291760,1.5,15.2
15008,2308026,1.1,17.0
15008,2308564,0.7,22.5
15008,2334930,1.1,20.0
15008,2340165,1.4,21.8
15008,2343413,1.9,17.5
15008,2444501,0.6,10.0
15008,2446599,1.3,19.0
15008,2476144,1.0,15.8
15008,2482994,1.3,23.8
15008,2514044,0.5,21.2
15008,2523350,1.0,21.2
15008,2524295,1.7,15.0
15008,2532643,1.3,17.8
15008,2534954,1.2,18.2
15008,2538123,0.9,18.8
15008,2575914,0.9,20.5
15008,2592923,1.1,19.5
15008,2597543,1.8,15.5
15008,2641657,2.0,18.8
15008,2641682,1.2,13.0
15008,2643007,1.1,21.0
15008,2677541,1.8,19.2
15008,2683697,1.1,12.5
15008,50069,1.3,19.5
15008,59725,0.8,21.8
15008,63721,1.6,21.5
15008,72400,1.3,18.8
15008,78255,1.7,19.0
15008,97006,1.7,18.2
15008,117699,0.8,21.2
15008,126713,1.6,15.0
15008,159293,1.7,21.2
15008,165904,1.0,21.2
15008,172137,0.8,18.2
15008,185021,0.5,16.2
15008,186565,1.2,17.5
15008,190565,1.0,16.8
15008,206003,1.3,21.2
15008,231959,0.8,15.2
15008,232539,1.8,21.2
15008,244064,0.9,17.0
15008,247292,0.8,16.8
15008,250123,1.2,20.0
15008,252652,1.2,18.8
15008,271467,0.8,15.8
15008,283978,0.9,15.0
15008,294513,0.8,20.0
15008,297179,1.6,16.8
15008,304607,1.7,17.8
15008,307386,1.2,19.5
15008,311599,1.6,22.5
15008,318500,1.6,19.8
15008,318876,0.7,20.8
15008,322325,1.9,15.5
15008,324907,1.7,20.0
15008,325308,0.8,18.0
15008,334981,0.8,21.2
15008,336356,0.7,18.8
15008,338168,0.7,21.2
15008,340831,1.6,18.8
15008,342017,1.2,19.2
15008,347864,1.7,15.0
15008,359438,1.6,20.5
15008,365111,1.4,19.2
15008,370008,1.5,20.5
15008,374515,0.5,12.0
15008,377469,1.0,18.0
15008,381533,1.5,16.2
15008,386374,0.5,22.5
15008,392604,0.5,18.5
15008,394480,1.8,18.2
15008,395374,1.5,18.0
15008,417263,0.9,19.2
15008,421326,1.5,16.2
15008,435282,1.7,12.0
15008,437171,1.0,19.5
15008,437565,0.6,14.8
15008,439109,1.9,18.8
15008,439710,1.0,22.5
15008,442497,0.7,12.5
15008,445136,1.2,19.8
15008,446650,1.7,15.2
15008,447184,0.8,18.8
15008,447265,0.9,18.0
15008,447292,0.9,17.5
15008,466377,2.0,20.0
15008,466856,0.8,16.0
15008,467580,1.4,15.2
15008,468349,1.9,17.2
15008,470113,0.7,18.8
15008,470693,2.0,21.2
15008,473509,1.9,19.2
15008,474607,1.8,11.5
15008,475981,0.8,21.2
15008,477779,1.5,18.2
15008,483031,1.6,20.0
15008,483921,2.0,16.5
15008,485980,0.8,14.8
15008,487002,1.6,20.8
15008,487543,1.0,15.2
15008,492928,0.8,15.5
15008,493559,1.1,17.0
15008,494896,1.7,15.8
15008,495324,1.2,14.8
15008,500279,1.3,14.2
15008,504352,2.0,19.2
15008,504967,1.1,16.0
15008,505248,1.4,20.2
15008,505899,1.0,15.0
15008,506650,1.1,13.5
15008,507983,1.5,18.5
15008,508400,1.9,13.8
15008,509696,1.3,15.5
15008,514031,1.7,18.0
15008,519084,0.6,20.8
15008,521957,0.8,13.0
15008,525027,1.3,19.2
15008,525942,0.5,17.2
15008,533527,0.9,21.0
15008,535462,1.3,17.2
15008,535548,0.5,17.5
15008,536286,0.9,17.0
15008,536629,1.3,21.8
15008,537077,1.4,17.8
15008,539675,1.9,19.8
15008,543963,1.5,18.0
15008,545223,1.1,15.0
15008,546202,1.9,15.0
15008,547556,1.7,16.8
15008,548445,0.8,18.2
15008,549078,0.7,10.2
15008,549190,1.5,20.2
15008,551053,1.3,16.2
15008,551252,1.7,24.2
15008,551515,1.6,18.2
15008,552656,1.4,10.0
15008,553437,2.0,22.8
15008,555015,1.3,19.2
15008,555720,0.7,17.5
15008,556012,1.7,16.2
15008,557029,0.9,16.5
15008,557351,1.7,15.5
15008,558084,1.9,22.8
15009,50069,6.3,21.0
15009,59725,5.8,20.0
15009,63721,5.0,21.8
15009,72400,4.5,16.2
15009,78255,4.4,15.8
15009,97006,6.0,19.8
15009,117699,6.6,23.8
15009,126713,6.2,18.8
15009,159293,3.6,21.8
15009,165904,5.2,21.5
15009,172137,6.9,20.8
15009,185021,5.1,14.8
15009,186565,5.5,19.0
15009,190565,6.7,19.2
15009,206003,6.1,23.2
15009,231959,4.8,12.8
15009,232539,7.4,21.2
15009,244064,3.4,20.8
15009,247292,8.0,16.2
15009,250123,3.2,21.8
15009,252652,2.6,17.5
15009,271467,7.4,17.0
15009,294513,3.8,20.5
15009,297179,6.5,20.2
15009,304607,7.0,14.8
15009,307386,7.2,16.2
15009,311599,8.0,22.8
15009,318500,4.1,19.0
15009,318876,6.4,21.2
15009,322325,3.1,15.2
15009,324907,4.7,20.8
15009,325308,7.2,20.8
15009,334981,4.5,20.5
15009,336356,5.8,20.0
15009,340831,5.3,17.5
15009,342017,6.1,20.5
15009,347864,7.9,16.0
15009,359438,2.8,21.2
15009,365111,5.7,17.5
15009,370008,7.2,21.2
15009,374515,5.1,11.2
15009,377469,2.9,15.8
15009,381533,5.6,17.5
15009,392604,4.3,19.0
15009,395374,3.4,17.5
15009,417263,7.2,20.0
15009,421326,5.4,16.5
15009,435282,7.6,10.0
15009,437171,6.9,15.2
15009,437565,6.3,22.2
15009,439109,2.5,18.2
15009,439710,4.9,22.8
15009,442497,3.6,17.0
15009,446650,7.5,12.2
15009,447184,3.5,16.2
15009,447265,4.1,20.5
15009,447292,5.3,16.2
15009,466377,3.9,21.2
15009,466856,3.7,18.0
15009,467580,5.8,18.5
15009,468349,3.0,17.5
15009,470113,2.8,20.0
15009,470693,4.5,21.5
15009,474607,6.5,8.5
15009,475981,5.6,14.8
15009,477779,4.8,14.0
15009,483031,5.6,17.5
15009,483921,4.5,13.5
15009,485980,7.6,13.5
15009,487002,2.8,20.8
15009,487543,6.2,12.8
15009,492928,7.4,14.2
15009,493559,6.9,20.2
15009,494896,3.5,18.8
15009,504352,4.1,15.0
15009,504967,6.4,17.5
15009,505899,3.0,15.5
15009,506650,7.0,10.2
15009,507983,6.5,10.0
15009,508400,6.5,18.8
15009,509696,3.1,16.0
15009,514031,6.4,20.2
15009,521957,6.2,12.8
15009,525942,7.1,20.8
15009,533527,2.7,22.5
15009,535462,2.6,14.8
15009,535548,4.6,16.2
15009,536286,3.3,19.2
15009,536629,5.6,18.0
15009,537077,7.5,13.8
15009,539675,4.7,15.0
15009,545223,7.1,14.5
15009,546202,2.5,15.5
15009,547556,3.4,17.0
15009,548445,2.7,19.5
15009,549078,4.3,8.8
15009,549190,7.5,19.5
15009,551053,3.0,10.5
15009,551252,5.8,22.5
15009,551515,5.0,17.5
15009,555015,7.7,22.0
15009,555720,3.2,5.0
15009,556012,3.7,18.8
15009,557029,2.7,17.0
15009,557351,4.9,18.0
15009,558084,4.0,21.2
15009,559381,7.3,18.8
15009,559573,5.8,17.5
15009,560117,5.9,15.5
15009,560536,5.4,14.2
15009,561060,3.0,22.0
15009,561953,4.9,19.2
15009,561978,8.0,16.5
15009,562857,7.1,16.2
15009,563413,7.4,21.8
15009,563487,7.0,13.8
15009,563987,3.1,17.8
15009,564409,3.8,20.8
15009,565869,2.5,17.0
15009,567048,4.2,15.5
15009,567059,3.1,16.8
15009,567889,5.1,16.0
15009,567963,6.2,16.0
15009,568370,7.3,17.8
15009,568559,6.6,15.8
15009,569225,7.7,22.0
15009,570186,2.8,18.8
15009,571880,2.6,17.8
15009,573824,6.1,19.0
15009,573851,4.1,14.2
15009,578574,3.9,20.8
15009,580688,4.3,23.8
15009,581459,4.0,13.8
15009,586086,5.3,20.8
15009,587524,4.9,21.2
15009,588302,5.3,18.8
15009,588459,6.2,12.5
15009,589333,4.6,16.0
15009,589444,3.9,20.0
15009,590812,3.4,15.8
15009,590870,4.4,15.8
15009,591743,6.6,14.2
15009,592602,6.7,20.0
15009,594417,6.2,16.8
15009,595047,3.8,20.2
15009,596171,5.7,20.8
15009,597882,5.6,17.8
15009,598415,5.2,17.5
15009,598918,5.5,21.5
15009,599161,5.2,18.8
15009,601238,5.6,13.8
15009,601616,6.4,19.0
15009,601862,3.1,18.2
15009,602011,6.6,11.0
15009,602991,3.2,21.2
15009,603739,2.9,14.8
15009,603762,7.9,21.8
15009,605672,7.8,18.2
15009,607108,2.8,17.2
15009,607848,4.9,16.8
15009,609422,3.5,18.0
15009,609596,5.2,18.8
15009,611233,7.1,20.2
15009,612082,7.7,18.8
15009,612370,6.0,18.5
15009,612862,4.4,22.5
15009,613038,5.8,19.0
15009,613162,4.2,1.2
15009,613355,7.5,17.0
15009,613791,7.3,18.5
15009,613856,5.6,21.2
15009,614039,4.3,16.8
15009,614117,4.1,16.2
15009,614212,2.7,20.5
15009,614583,7.0,21.2
15009,614629,5.0,22.0
15009,614741,4.3,22.5
15009,614744,5.1,14.8
15009,614871,7.0,17.0
15009,615028,3.2,15.5
15009,615173,7.2,20.0
15009,616511,7.4,20.2
15009,616526,7.7,19.8
15009,616536,4.7,15.8
15009,616670,3.7,14.8
15009,616919,4.6,19.2
15009,617146,4.3,13.0
15009,617225,3.5,19.0
15009,617297,5.8,17.5
15009,617560,5.1,15.8
15009,617714,7.3,11.0
15009,617792,2.7,18.8
15009,617813,6.0,16.0
15009,618145,6.7,21.5
15009,618631,6.7,16.0
15009,618632,7.4,20.0
15009,620073,6.5,21.2
15009,620257,7.6,20.5
15009,620573,4.3,17.0
15009,620922,5.3,21.8
15009,620923,2.6,17.8
15009,621303,2.5,9.8
15009,621322,3.8,14.5
15009,621323,3.1,20.2
15009,621508,3.9,16.5
15009,622345,3.5,17.5
15009,622466,2.7,19.8
15009,622604,7.5,17.5
15009,622715,2.5,16.5
15009,622766,6.5,10.5
15009,623333,3.3,17.5
15009,623406,7.5,16.2
15009,623654,7.4,24.0
15009,623845,6.1,14.5
15009,623935,6.2,15.8
15009,624306,2.5,18.8
15009,624415,7.9,18.8
15009,624604,7.3,14.2
15009,624673,7.4,19.0
15009,624704,6.1,18.2
15009,624799,4.4,18.8
15009,625071,7.4,18.0
15009,625087,4.1,17.0
15009,625185,5.6,22.5
15009,625295,3.0,16.2
15009,625444,7.6,19.2
15009,625514,3.3,13.5
15009,625879,3.7,16.8
15009,626123,5.6,18.5
15009,626126,6.7,19.0
15009,626138,5.9,18.8
15009,626386,3.8,21.2
15009,626442,2.5,16.0
15009,626555,6.7,18.8
15009,626750,7.9,16.2
15009,626966,7.0,16.2
15009,627027,5.0,18.5
15009,627118,7.5,20.2
15009,627185,4.8,18.8
15009,627190,5.4,21.2
15009,627403,5.1,17.0
15009,627509,5.0,16.2
15009,627647,6.8,20.8
15009,627659,5.4,14.8
15009,627948,4.2,15.0
15009,628178,3.9,21.8
15009,628190,2.7,21.8
15009,628287,5.7,18.2
15009,628328,3.8,18.2
15009,628379,3.3,16.2
15009,628389,6.1,18.2
15009,628954,6.2,15.8
15009,628982,6.6,17.8
15009,629044,5.3,17.0
15009,629490,7.4,17.8
15009,629504,7.6,18.8
15009,629886,6.9,15.8
15009,630090,6.0,16.8
15009,630147,4.2,20.0
15009,630393,7.9,20.2
15009,630586,4.0,12.5
15009,630718,3.6,21.8
15009,630763,4.9,14.5
15009,630833,2.8,20.0
15009,630876,7.9,19.2
15009,631081,5.7,19.8
15009,631384,5.6,17.8
15009,631441,6.1,22.2
15009,631445,5.2,11.5
15009,631610,2.7,14.0
15009,631613,5.9,15.0
15009,631724,6.4,20.8
15009,632084,4.8,20.8
15009,632231,6.7,13.8
15009,632254,3.7,19.8
15009,632447,3.7,12.2
15009,632578,3.4,20.0
15009,632704,4.5,15.5
15009,633130,7.2,14.0
15009,633212,7.1,17.2
15009,633472,4.6,20.2
15009,633590,5.7,20.0
15009,633603,6.5,12.5
15009,633650,3.8,15.5
15009,634077,3.4,19.5
15009,634230,7.8,18.0
15009,634286,5.9,18.8
15009,634472,7.9,21.2
15009,635113,4.4,18.2
15009,635122,6.4,19.2
15009,635246,3.7,17.0
15009,635591,3.9,18.0
15009,635755,5.3,19.2
15009,635761,4.3,16.5
15009,635788,3.4,18.2
15009,1453691,3.9,19.2
15009,1525567,2.7,22.2
15009,1536591,6.4,10.5
15009,1626021,5.2,19.0
15009,1633695,3.0,18.0
15009,1730702,3.4,13.2
15009,1782665,3.1,17.5
15009,1786380,5.9,19.2
15009,1864697,3.0,22.0
15009,1866742,6.6,17.5
15009,2002415,2.6,22.0
15009,2087747,3.9,20.2
15009,2094350,7.4,16.0
15009,2104426,6.5,20.5
15009,2266377,2.9,16.5
15009,2291760,7.0,18.5
15009,2308026,5.2,15.0
15009,2308564,7.2,21.5
15009,2334930,5.8,15.8
15009,2340165,6.3,20.8
15009,2343413,8.0,20.8
15009,2446599,3.8,22.0
15009,2476144,5.9,14.8
15009,2482994,5.0,20.0
15009,2514044,2.7,21.0
15009,2523350,2.6,21.2
15009,2524295,3.2,19.5
15009,2532643,6.1,16.5
15009,2534954,5.6,20.2
15009,2575914,5.5,16.8
15009,2592923,2.7,21.5
15009,2597543,5.1,21.2
15009,2609574,7.6,8.5
15009,2641657,4.7,20.0
15009,2641682,5.9,12.5
15009,2643007,6.8,18.2
15009,2677541,6.8,15.5
15010,1525567,1.3,21.0
15010,1626021,1.8,20.2
15010,1730702,1.1,13.8
15010,1786380,1.8,20.2
15010,1864697,0.9,23.2
15010,1866742,0.9,22.5
15010,2002415,0.6,21.5
15010,2087747,1.7,18.2
15010,2094350,1.1,18.2
15010,2230457,0.8,12.5
15010,2266377,0.8,18.2
15010,2291760,1.9,18.8
15010,2308026,1.8,13.8
15010,2308564,1.3,20.8
15010,2334930,1.4,18.2
15010,2340165,1.2,18.8
15010,2343413,1.1,21.5
15010,2446599,1.9,18.8
15010,2476144,0.7,16.0
15010,2482994,1.1,12.0
15010,2514044,1.0,22.2
15010,2523350,1.2,19.2
15010,2524295,1.2,12.5
15010,2534954,1.3,19.5
15010,2575914,0.7,21.2
15010,2592923,1.3,18.8
15010,2597543,0.9,21.5
15010,2641657,0.8,19.5
15010,2641682,0.6,8.5
15010,2643007,1.6,18.2
15010,2677541,1.1,20.0
15010,59725,1.4,22.0
15010,63721,1.6,20.2
15010,72400,1.5,18.8
15010,97006,1.2,20.8
15010,117699,1.1,20.0
15010,126713,1.1,20.0
15010,159293,1.5,21.2
15010,165904,1.2,22.8
15010,172137,1.8,18.2
15010,185021,1.8,17.8
15010,190565,0.8,17.8
15010,206003,0.7,24.5
15010,231959,1.4,12.5
15010,232539,1.0,22.8
15010,244064,0.5,21.0
15010,247292,1.8,16.8
15010,250123,0.8,20.2
15010,252652,1.9,16.2
