id_site,course_code,activity_type,week_from
768427,MMM,subpage,0
768593,KKK,resource,0
768459,III,resource,0
768632,JJJ,resource,0
768492,III,resource,0
768664,OOO,resource,5
768522,III,resource,0
768382,FFF,oucontent,0
768554,OOO,resource,0
768422,HHH,subpage,0
768590,NNN,resource,0
768456,KKK,resource,0
768629,OOO,resource,0
768489,MMM,resource,0
768661,AAA,resource,0
768518,JJJ,resource,0
768379,DDD,quiz,0
768551,AAA,resource,14
768419,HHH,subpage,0
768587,AAA,resource,0
768453,CCC,resource,0
768626,MMM,resource,0
768486,DDD,resource,0
768658,OOO,resource,0
768515,OOO,resource,0
768376,OOO,quiz,0
768548,HHH,resource,0
768416,FFF,subpage,25
768584,NNN,resource,0
768450,JJJ,resource,0
768617,LLL,resource,0
768623,GGG,resource,22
768483,NNN,resource,0
768655,HHH,resource,13
768512,BBB,resource,0
768788,MMM,oucollaborate,0
768348,JJJ,forumng,0
768545,NNN,resource,14
768413,KKK,subpage,22
768581,HHH,resource,0
768447,CCC,resource,0
768614,GGG,resource,8
768620,CCC,resource,9
768480,OOO,resource,0
768652,GGG,resource,0
768785,NNN,url,28
768344,KKK,forumng,0
768542,OOO,resource,0
768410,LLL,subpage,18
768576,MMM,resource,0
768444,BBB,resource,0
768611,JJJ,resource,0
768477,FFF,resource,3
768649,CCC,resource,0
768509,CCC,resource,0
768779,OOO,url,2
768340,III,forumng,0
768539,GGG,resource,0
768407,EEE,subpage,14
768573,LLL,resource,0
768441,JJJ,resource,0
768608,GGG,resource,0
768474,III,resource,1
768646,AAA,resource,0
768506,GGG,resource,0
768776,FFF,url,15
768337,JJJ,forumng,0
768536,NNN,resource,1
768404,LLL,subpage,10
768570,III,resource,0
768438,AAA,resource,0
768605,MMM,resource,0
768470,DDD,resource,0
768643,III,resource,24
768503,DDD,resource,0
768773,JJJ,url,19
768334,CCC,forumng,0
768533,III,resource,0
768401,MMM,subpage,7
768567,BBB,resource,0
768435,OOO,resource,0
768601,DDD,resource,0
768467,OOO,resource,0
768640,FFF,resource,25
768500,BBB,resource,0
768669,OOO,resource,0
768331,HHH,forumng,0
768530,HHH,resource,13
768398,AAA,subpage,3
768564,LLL,resource,0
768432,CCC,resource,0
768598,JJJ,resource,0
768464,III,resource,0
768637,EEE,resource,0
768497,FFF,resource,0
768527,DDD,resource,0
768395,JJJ,subpage,0
768560,BBB,resource,0
768429,KKK,subpage,0
768595,HHH,resource,0
768461,KKK,resource,0
768634,MMM,resource,0
768494,FFF,resource,0
768666,EEE,resource,0
768524,III,resource,0
768391,AAA,sharedsubpage,0
768556,EEE,resource,0
768425,FFF,subpage,0
768592,EEE,resource,17
768458,FFF,resource,0
768631,FFF,resource,0
768491,GGG,resource,0
768663,DDD,resource,7
768521,NNN,resource,8
768381,KKK,oucontent,0
768553,NNN,resource,0
768421,NNN,subpage,0
768589,NNN,resource,0
768455,OOO,resource,0
768628,HHH,resource,0
768488,GGG,resource,0
768660,III,resource,0
768517,GGG,resource,12
768378,CCC,quiz,0
768550,CCC,resource,0
768418,OOO,subpage,27
768586,HHH,resource,0
768452,EEE,resource,0
768625,DDD,resource,0
768485,HHH,resource,0
768657,OOO,resource,0
768514,FFF,resource,0
768351,BBB,homepage,0
768547,DDD,resource,0
768415,LLL,subpage,24
768583,KKK,resource,0
768449,DDD,resource,0
768616,OOO,resource,0
768622,FFF,resource,0
768482,FFF,resource,0
768654,AAA,resource,0
768511,NNN,resource,3
768787,HHH,url,25
768346,FFF,forumng,0
768544,CCC,resource,0
768412,NNN,subpage,20
768580,III,resource,0
768446,BBB,resource,0
768613,OOO,resource,0
768619,KKK,resource,20
768479,HHH,resource,4
768651,JJJ,resource,0
768783,CCC,url,0
768343,MMM,forumng,0
768541,LLL,resource,0
768409,EEE,subpage,17
768575,FFF,resource,19
768443,JJJ,resource,0
768610,FFF,resource,0
768476,DDD,resource,3
768648,CCC,resource,0
768508,DDD,resource,0
768778,AAA,url,14
768339,DDD,forumng,0
768538,AAA,resource,0
768406,LLL,subpage,13
768572,OOO,resource,15
768440,AAA,resource,0
768607,JJJ,resource,18
768473,NNN,resource,1
768645,FFF,resource,0
768505,EEE,resource,0
768775,NNN,url,22
768336,KKK,forumng,0
768535,OOO,resource,13
768403,DDD,subpage,9
768569,MMM,resource,0
768437,KKK,resource,0
768604,CCC,resource,0
768469,AAA,resource,0
768642,FFF,resource,0
768502,BBB,resource,0
768772,HHH,url,23
768333,JJJ,forumng,0
768532,EEE,resource,0
768400,GGG,subpage,5
768566,JJJ,resource,0
768434,LLL,resource,0
768600,BBB,resource,0
768466,MMM,resource,0
768639,HHH,resource,0
768499,BBB,resource,3
768330,DDD,glossary,0
768529,AAA,resource,27
768397,OOO,subpage,1
768562,EEE,resource,0
768431,III,subpage,28
768597,AAA,resource,7
768463,III,resource,0
768636,KKK,resource,0
768496,OOO,resource,0
768668,HHH,resource,13
768526,FFF,resource,0
768394,GGG,subpage,0
768559,CCC,resource,14
768428,NNN,subpage,0
768594,OOO,resource,0
768460,AAA,resource,0
768633,EEE,resource,0
768493,NNN,resource,0
768665,LLL,resource,0
768523,LLL,resource,0
768383,BBB,oucontent,1
768555,NNN,resource,0
768424,EEE,subpage,0
768591,HHH,resource,0
768457,KKK,resource,0
768630,III,resource,23
768490,BBB,resource,0
768662,LLL,resource,13
768519,CCC,resource,13
768380,CCC,quiz,0
768552,AAA,resource,0
768420,HHH,subpage,0
768588,FFF,resource,0
768454,LLL,resource,0
768627,MMM,resource,0
768487,HHH,resource,0
768659,KKK,resource,10
913621,III,resource,0
913661,EEE,resource,4
913696,NNN,subpage,0
913489,LLL,oucontent,0
937843,NNN,resource,0
913523,CCC,oucontent,0
913618,EEE,resource,0
913652,EEE,resource,0
913693,EEE,subpage,0
913486,CCC,oucontent,9
937840,KKK,resource,0
913520,NNN,oucontent,6
913615,JJJ,resource,0
913649,NNN,resource,0
913690,DDD,subpage,0
913483,III,oucontent,9
937837,MMM,resource,0
913517,JJJ,oucontent,0
913612,III,resource,0
913646,BBB,resource,0
913686,HHH,resource,0
913479,HHH,oucontent,4
937834,GGG,resource,0
913514,HHH,oucontent,0
913609,NNN,resource,0
913643,CCC,resource,0
913683,MMM,resource,0
913476,FFF,oucontent,2
937831,AAA,resource,0
913511,GGG,oucontent,5
992243,OOO,resource,0
913606,OOO,resource,0
913640,AAA,resource,0
913680,III,resource,0
913473,AAA,homepage,0
926339,AAA,oucollaborate,0
913508,OOO,oucontent,0
989840,GGG,oucontent,0
913603,BBB,resource,0
913635,NNN,resource,0
913677,EEE,resource,0
913465,HHH,glossary,0
926336,HHH,resource,0
913505,CCC,oucontent,0
985230,GGG,oucontent,0
913537,CCC,oucontent,4
913632,FFF,resource,0
913674,FFF,resource,0
926333,CCC,quiz,7
913502,GGG,oucontent,0
957623,CCC,oucontent,0
913629,HHH,resource,0
913670,JJJ,resource,0
926330,DDD,oucontent,0
913499,OOO,oucontent,0
951621,OOO,resource,0
913533,MMM,oucontent,6
913626,AAA,resource,0
913667,DDD,resource,0
926327,NNN,oucontent,0
913495,GGG,oucontent,0
946589,KKK,resource,0
949691,DDD,url,0
913528,MMM,oucontent,2
913623,FFF,resource,0
913664,III,resource,5
913736,AAA,oucollaborate,0
913491,MMM,oucontent,0
942393,EEE,quiz,0
949688,KKK,url,0
913525,GGG,oucontent,4
913620,AAA,resource,0
913658,NNN,resource,0
913695,DDD,subpage,0
913488,FFF,oucontent,0
937842,BBB,resource,0
913522,JJJ,oucontent,0
913617,EEE,resource,0
913651,KKK,resource,0
913692,JJJ,subpage,0
913485,AAA,oucontent,9
937839,FFF,resource,0
913519,FFF,oucontent,6
913614,MMM,resource,0
913648,OOO,resource,0
913689,OOO,subpage,0
913482,DDD,oucontent,9
937836,MMM,resource,0
913516,HHH,oucontent,0
913611,DDD,resource,0
913645,HHH,resource,0
913685,OOO,resource,0
913478,MMM,oucontent,2
937833,HHH,resource,0
913513,EEE,oucontent,0
913608,MMM,resource,0
913642,OOO,resource,0
913682,DDD,resource,0
913475,LLL,oucontent,2
937830,MMM,oucontent,0
913510,BBB,oucontent,0
989842,KKK,questionnaire,0
913605,OOO,resource,0
913639,CCC,resource,0
913679,CCC,resource,0
913468,DDD,forumng,0
926338,DDD,resource,0
913507,JJJ,oucontent,0
989327,KKK,questionnaire,0
913602,KKK,resource,0
913634,EEE,resource,0
913676,DDD,resource,9
913464,KKK,glossary,0
926335,NNN,resource,0
913504,JJJ,oucontent,5
957625,HHH,resource,0
913631,FFF,resource,0
913673,FFF,resource,0
926332,HHH,oucontent,0
913501,GGG,oucontent,0
951623,OOO,resource,0
913535,JJJ,oucontent,1
913628,NNN,resource,0
913669,KKK,resource,2
926329,LLL,oucontent,0
913497,JJJ,oucontent,0
949687,MMM,url,0
951620,HHH,resource,0
913532,NNN,oucontent,9
913625,BBB,resource,0
913666,III,resource,6
926325,AAA,forumng,0
913494,OOO,oucontent,0
946588,HHH,resource,0
949690,LLL,url,0
913527,KKK,oucontent,0
913622,LLL,resource,0
913663,LLL,resource,0
913734,DDD,oucollaborate,0
913490,DDD,oucontent,0
937844,EEE,resource,0
913524,HHH,oucontent,5
913619,EEE,resource,0
913657,HHH,resource,2
913694,OOO,subpage,0
913487,JJJ,oucontent,0
937841,AAA,resource,0
913521,LLL,oucontent,5
913616,OOO,resource,4
913650,JJJ,resource,0
913691,III,subpage,0
913484,FFF,oucontent,0
937838,CCC,resource,0
913518,MMM,oucontent,0
913613,NNN,resource,0
913647,HHH,resource,0
913688,III,subpage,0
913481,FFF,oucontent,6
937835,KKK,resource,0
913515,GGG,oucontent,0
913610,AAA,resource,0
913644,NNN,resource,0
913684,EEE,resource,0
913477,EEE,oucontent,2
937832,JJJ,resource,0
913512,NNN,oucontent,0
1010038,DDD,quiz,0
913607,FFF,resource,0
913641,GGG,resource,0
913681,III,resource,9
913474,AAA,oucontent,2
937829,OOO,oucontent,0
913509,FFF,oucontent,0
989841,GGG,questionnaire,0
913604,CCC,resource,0
913638,HHH,resource,0
913678,OOO,resource,0
913466,EEE,forumng,0
926337,OOO,resource,0
913506,III,oucontent,0
987931,EEE,quiz,0
913601,III,resource,0
913633,JJJ,resource,0
913675,DDD,resource,0
926334,III,resource,0
913503,EEE,oucontent,0
957624,JJJ,questionnaire,0
913630,III,resource,0
913671,CCC,resource,0
926331,OOO,oucontent,0
913500,DDD,oucontent,0
951622,III,resource,0
913534,JJJ,oucontent,2
913627,KKK,resource,0
913668,FFF,resource,0
926328,BBB,oucontent,0
913496,GGG,oucontent,0
949686,BBB,subpage,0
951619,KKK,resource,0
913530,BBB,oucontent,0
913624,KKK,resource,0
913665,AAA,resource,0
913740,KKK,url,3
913493,KKK,oucontent,0
946094,LLL,oucontent,0
949689,KKK,url,0
913526,CCC,oucontent,0
730032,FFF,subpage,0
730068,HHH,resource,0
729677,III,forumng,0
730100,GGG,resource,0
729804,DDD,oucontent,0
923834,FFF,forumng,0
729838,EEE,oucontent,0
730029,HHH,subpage,0
730065,AAA,resource,0
729673,AAA,forumng,0
730097,MMM,resource,0
729801,OOO,oucontent,0
730133,KKK,url,0
729835,FFF,oucontent,0
730025,JJJ,subpage,0
730062,LLL,resource,0
730094,BBB,resource,0
729798,EEE,oucontent,0
730127,AAA,url,0
729831,GGG,oucontent,0
730022,AAA,subpage,0
730059,DDD,resource,0
730091,III,resource,0
729795,AAA,page,0
730124,DDD,url,0
729828,FFF,oucontent,0
730019,FFF,subpage,0
730053,LLL,resource,0
730088,OOO,resource,0
729792,MMM,quiz,0
730121,HHH,url,0
729825,AAA,oucontent,0
730016,GGG,subpage,0
730050,AAA,resource,0
730085,MMM,resource,0
729789,NNN,quiz,0
730117,GGG,resource,0
729822,CCC,oucontent,0
730013,KKK,subpage,0
730047,HHH,resource,0
730082,CCC,resource,0
729786,NNN,quiz,0
730114,NNN,resource,0
729819,MMM,oucontent,1
730010,AAA,subpage,0
730044,MMM,resource,0
730079,MMM,resource,0
729783,NNN,quiz,0
730111,HHH,resource,0
729816,CCC,oucontent,0
730006,BBB,subpage,0
730041,AAA,resource,0
730076,NNN,resource,0
729780,CCC,quiz,0
730108,OOO,resource,0
729812,BBB,oucontent,0
729843,BBB,oucontent,0
730038,FFF,resource,0
730073,LLL,resource,0
729779,AAA,quiz,0
730105,BBB,resource,0
729809,NNN,oucontent,0
729840,FFF,oucontent,0
730034,CCC,subpage,0
730070,OOO,resource,0
729680,DDD,forumng,0
730102,AAA,resource,0
729806,HHH,oucontent,0
730031,MMM,subpage,0
730067,GGG,resource,0
729676,GGG,forumng,0
730099,CCC,resource,0
729803,JJJ,oucontent,0
730135,JJJ,url,0
729837,CCC,oucontent,0
730028,NNN,subpage,0
730064,BBB,resource,0
729671,LLL,homepage,0
730096,AAA,resource,0
729800,GGG,oucontent,0
730132,GGG,url,0
729834,LLL,oucontent,0
730024,BBB,subpage,0
730061,GGG,resource,0
730093,MMM,resource,0
729797,HHH,oucontent,1
730126,AAA,url,0
729830,III,oucontent,0
730021,GGG,subpage,0
730057,CCC,resource,0
730090,HHH,resource,0
729794,GGG,quiz,0
730123,KKK,url,0
729827,OOO,oucontent,0
730018,MMM,subpage,0
730052,HHH,resource,0
730087,FFF,resource,0
729791,III,quiz,0
730120,OOO,url,0
729824,EEE,oucontent,0
730015,CCC,subpage,0
730049,CCC,resource,0
730084,AAA,resource,0
729788,LLL,quiz,0
730116,OOO,resource,0
729821,HHH,oucontent,0
730012,BBB,subpage,0
730046,CCC,resource,0
730081,HHH,resource,0
729785,NNN,quiz,0
730113,HHH,resource,0
729818,NNN,oucontent,0
730008,KKK,subpage,0
730043,DDD,resource,0
730078,DDD,resource,0
729782,EEE,quiz,0
730110,FFF,resource,0
729815,EEE,oucontent,0
729845,NNN,oucontent,0
730040,OOO,resource,0
730075,GGG,resource,0
730107,BBB,resource,0
729811,GGG,oucontent,0
729842,JJJ,oucontent,0
730037,GGG,resource,0
730072,AAA,resource,0
729683,GGG,forumng,0
730104,EEE,resource,0
729808,CCC,oucontent,0
730033,MMM,subpage,0
730069,CCC,resource,0
729678,DDD,forumng,0
730101,MMM,resource,0
729805,LLL,oucontent,0
923835,BBB,oucollaborate,0
729839,BBB,oucontent,0
730030,AAA,subpage,0
730066,OOO,resource,0
729674,EEE,forumng,0
730098,DDD,resource,0
729802,KKK,oucontent,0
730134,JJJ,url,0
729836,OOO,oucontent,0
730027,BBB,subpage,0
730063,CCC,resource,0
730095,GGG,resource,0
729799,GGG,oucontent,0
730130,LLL,url,0
729833,DDD,oucontent,0
730023,EEE,subpage,0
730060,EEE,resource,0
730092,FFF,resource,0
729796,NNN,page,0
730125,III,url,0
729829,BBB,oucontent,0
730020,EEE,subpage,0
730054,LLL,resource,0
730089,CCC,resource,0
729793,DDD,quiz,0
730122,JJJ,url,0
729826,FFF,oucontent,0
730017,LLL,subpage,0
730051,HHH,resource,0
730086,AAA,resource,0
729790,JJJ,quiz,0
730118,NNN,oucollaborate,0
729823,HHH,oucontent,0
730014,KKK,subpage,0
730048,NNN,resource,0
730083,GGG,resource,0
729787,AAA,quiz,0
730115,BBB,resource,0
729820,CCC,oucontent,0
730011,AAA,subpage,0
730045,NNN,resource,0
730080,III,resource,0
729784,HHH,quiz,0
730112,BBB,resource,0
729817,MMM,oucontent,0
730007,III,subpage,0
730042,GGG,resource,0
730077,III,resource,0
729781,FFF,quiz,0
730109,FFF,resource,0
729813,KKK,oucontent,5
729844,NNN,oucontent,3
730039,DDD,resource,0
730074,JJJ,resource,0
730106,JJJ,resource,0
729810,MMM,oucontent,8
729841,MMM,oucontent,0
730035,BBB,subpage,0
730071,GGG,resource,0
729682,EEE,forumng,0
730103,KKK,resource,0
729807,FFF,oucontent,0
909016,BBB,forumng,0
909326,EEE,resource,0
909059,JJJ,oucontent,0
942322,DDD,subpage,0
909093,III,quiz,0
909252,FFF,subpage,0
909294,BBB,resource,0
909013,AAA,homepage,0
909323,EEE,resource,0
909056,III,oucontent,0
937763,FFF,resource,0
909090,JJJ,quiz,0
909249,LLL,subpage,0
909291,GGG,resource,0
909320,EEE,resource,0
909053,JJJ,oucontent,0
937760,FFF,resource,0
909087,EEE,quiz,0
1072252,KKK,forumng,0
909246,III,subpage,0
909288,OOO,resource,0
909317,FFF,resource,0
909050,KKK,oucontent,0
937757,HHH,resource,0
909083,BBB,oucontent,0
1046237,LLL,resource,0
909243,MMM,subpage,0
909285,III,resource,0
909314,EEE,resource,0
909045,GGG,oucontent,0
937754,JJJ,resource,0
909080,MMM,oucontent,0
1042374,AAA,resource,0
909240,JJJ,subpage,0
909282,EEE,resource,0
909311,LLL,resource,0
909042,NNN,oucontent,0
909349,JJJ,url,0
909077,NNN,oucontent,3
1016724,BBB,url,0
909236,LLL,subpage,0
909275,FFF,resource,0
909308,KKK,resource,0
909039,AAA,oucontent,0
909345,CCC,url,0
909074,EEE,oucontent,0
1011840,DDD,url,0
909233,CCC,subpage,0
909272,JJJ,resource,0
909305,MMM,resource,0
909036,EEE,oucontent,0
909342,KKK,url,0
909070,HHH,oucontent,0
1011837,KKK,subpage,0
909230,DDD,subpage,0
909269,AAA,resource,0
909302,KKK,resource,0
909033,GGG,oucontent,0
909338,HHH,url,0
909067,CCC,oucontent,0
989839,FFF,subpage,0
909101,BBB,page,0
909266,GGG,resource,0
909030,OOO,oucontent,0
909333,HHH,url,0
909064,FFF,oucontent,0
957609,FFF,oucontent,0
909098,EEE,quiz,0
909261,HHH,resource,0
909299,AAA,resource,0
909019,JJJ,forumng,0
909328,DDD,resource,0
909061,OOO,oucontent,0
957606,DDD,oucontent,0
909095,CCC,quiz,0
909254,CCC,subpage,0
909296,DDD,resource,0
909015,KKK,forumng,0
909325,AAA,resource,0
909058,NNN,oucontent,0
942321,KKK,oucontent,0
909092,MMM,quiz,0
909251,KKK,subpage,0
909293,BBB,resource,0
909322,III,resource,0
909055,JJJ,oucontent,0
937762,BBB,resource,0
909089,EEE,quiz,0
909248,III,subpage,0
909290,III,resource,0
909319,HHH,resource,0
909052,AAA,oucontent,0
937759,AAA,resource,0
909086,III,quiz,0
1049562,MMM,oucontent,0
909245,KKK,subpage,0
909287,HHH,resource,0
909316,JJJ,resource,0
909049,III,oucontent,0
937756,GGG,resource,0
909082,CCC,oucontent,0
1042376,CCC,resource,0
909242,BBB,subpage,0
909284,EEE,resource,0
909313,LLL,resource,0
909044,LLL,oucontent,0
937753,CCC,resource,0
909079,NNN,oucontent,0
1042373,FFF,resource,0
909238,BBB,subpage,0
909281,LLL,resource,0
909310,CCC,resource,0
909041,EEE,oucontent,0
909347,LLL,url,0
909076,KKK,oucontent,0
1011842,KKK,url,0
909235,AAA,subpage,0
909274,MMM,resource,0
909307,AAA,resource,0
909038,JJJ,oucontent,0
909344,III,url,0
909073,GGG,oucontent,0
1011839,AAA,url,0
909232,OOO,subpage,0
909271,LLL,resource,0
909304,NNN,resource,0
909035,HHH,oucontent,0
909341,CCC,url,0
909069,HHH,oucontent,0
1010405,OOO,resource,0
909229,EEE,subpage,0
909268,AAA,resource,0
909032,GGG,oucontent,0
909335,EEE,url,0
909066,FFF,oucontent,5
957615,FFF,resource,0
909100,HHH,quiz,0
909265,III,resource,0
909301,BBB,resource,0
909022,III,forumng,0
909332,LLL,oucollaborate,0
909063,OOO,oucontent,0
957608,KKK,oucontent,0
909097,JJJ,quiz,0
909260,III,resource,0
909298,MMM,resource,0
909018,JJJ,forumng,0
909327,OOO,resource,0
909060,JJJ,oucontent,1
947016,GGG,resource,0
909094,AAA,quiz,0
909253,GGG,subpage,0
909295,JJJ,resource,0
909014,EEE,forumng,0
909324,FFF,resource,0
909057,JJJ,oucontent,0
937764,GGG,resource,0
909091,NNN,quiz,0
909250,OOO,subpage,0
909292,EEE,resource,0
909321,GGG,resource,0
909054,III,oucontent,0
937761,CCC,resource,0
909088,HHH,quiz,0
1072253,BBB,oucollaborate,0
909247,KKK,subpage,0
909289,GGG,resource,0
909318,MMM,resource,0
909051,BBB,oucontent,0
937758,OOO,resource,0
909085,NNN,quiz,0
1046866,DDD,resource,0
909244,GGG,subpage,0
909286,CCC,resource,0
909315,BBB,resource,0
909048,KKK,oucontent,0
937755,JJJ,resource,0
909081,GGG,oucontent,0
1042375,AAA,resource,0
909241,NNN,subpage,0
909283,OOO,resource,0
909312,HHH,resource,0
909043,CCC,oucontent,0
937752,LLL,subpage,0
909078,LLL,oucontent,0
1019025,MMM,forumng,0
909237,BBB,subpage,0
909280,CCC,resource,0
909309,EEE,resource,0
909040,KKK,oucontent,0
909346,HHH,url,0
909075,JJJ,oucontent,0
1011841,GGG,url,0
909234,GGG,subpage,0
909273,LLL,resource,0
909306,GGG,resource,0
909037,OOO,oucontent,0
909343,HHH,url,0
909071,AAA,oucontent,1
1011838,DDD,subpage,0
909231,MMM,subpage,0
909270,FFF,resource,0
909303,III,resource,0
909034,MMM,oucontent,0
909339,BBB,url,0
909068,AAA,oucontent,8
1002902,MMM,url,0
909102,JJJ,page,0
909267,LLL,resource,0
909031,NNN,oucontent,0
909334,BBB,url,0
909065,GGG,oucontent,0
957610,CCC,oucontent,0
909099,JJJ,quiz,0
909262,BBB,resource,0
909300,NNN,resource,0
909020,KKK,forumng,0
909330,GGG,resource,0
909062,MMM,oucontent,0
957607,MMM,oucontent,0
909096,BBB,quiz,0
909256,CCC,subpage,0
909297,KKK,resource,0
547823,GGG,url,0
547679,NNN,resource,0
547855,DDD,subpage,0
547539,MMM,oucontent,0
547713,NNN,resource,0
547720,AAA,resource,0
547888,MMM,subpage,0
547577,NNN,resource,0
547757,EEE,url,0
547920,LLL,subpage,0
547609,III,resource,0
547789,HHH,url,0
547952,LLL,subpage,0
547642,OOO,resource,0
547820,III,url,0
547675,JJJ,resource,0
547852,NNN,subpage,0
547309,III,externalquiz,0
547710,OOO,resource,0
547885,GGG,subpage,0
547574,DDD,resource,0
547752,EEE,resource,0
547917,AAA,subpage,0
547606,NNN,resource,0
547786,AAA,url,0
547949,CCC,subpage,0
547639,MMM,resource,0
547817,NNN,url,0
547671,HHH,resource,0
547849,NNN,url,0
547306,BBB,externalquiz,0
547707,DDD,resource,0
547882,BBB,subpage,0
547571,NNN,resource,0
547748,EEE,resource,0
547914,III,subpage,0
547603,AAA,resource,0
547783,EEE,url,0
547946,NNN,subpage,0
547636,OOO,resource,0
547814,III,url,0
547668,OOO,resource,0
547846,AAA,url,0
547303,III,homepage,0
547704,HHH,resource,0
547879,DDD,subpage,0
547568,LLL,resource,0
547745,KKK,resource,0
547911,JJJ,subpage,0
547600,EEE,resource,0
547780,MMM,url,0
547943,EEE,subpage,0
547633,KKK,resource,0
547810,LLL,url,0
547665,FFF,resource,0
547843,GGG,url,0
547277,HHH,forumng,0
547701,OOO,resource,0
547876,NNN,subpage,0
547565,HHH,resource,0
547742,KKK,resource,0
547908,NNN,subpage,0
547597,MMM,resource,0
547777,BBB,url,0
547940,III,subpage,0
547630,GGG,resource,0
547662,DDD,resource,0
547840,DDD,url,0
547274,KKK,forumng,0
547698,HHH,resource,0
547873,DDD,subpage,0
547562,MMM,resource,0
547739,OOO,resource,0
547905,FFF,subpage,0
547594,EEE,resource,0
547774,CCC,url,0
547937,MMM,subpage,0
547627,NNN,resource,0
547807,JJJ,url,0
547659,KKK,resource,0
547837,BBB,url,0
547271,III,forumng,0
547694,JJJ,resource,0
547869,III,subpage,0
547559,AAA,ouwiki,0
547735,JJJ,resource,0
547902,CCC,subpage,0
547591,HHH,resource,0
547771,FFF,url,0
547934,EEE,subpage,0
547623,EEE,resource,0
547804,FFF,url,0
547967,OOO,ouelluminate,0
547655,GGG,resource,0
547834,AAA,url,0
547267,III,glossary,0
547690,CCC,resource,0
547866,DDD,subpage,0
547556,JJJ,ouwiki,0
547732,AAA,resource,0
547899,MMM,subpage,0
547588,KKK,resource,0
547768,JJJ,url,0
547931,CCC,subpage,0
547620,BBB,resource,0
547801,BBB,url,0
547963,NNN,subpage,0
547650,AAA,resource,0
547831,HHH,url,0
547687,CCC,resource,0
547863,CCC,subpage,0
547552,FFF,ouwiki,0
547729,MMM,resource,0
547896,HHH,subpage,0
547585,MMM,resource,0
547765,OOO,url,0
547928,III,subpage,0
547617,III,resource,0
547798,DDD,url,0
547960,NNN,subpage,0
547647,EEE,resource,0
547828,BBB,url,0
547684,KKK,resource,0
547860,III,subpage,0
547548,HHH,oucontent,0
547719,CCC,resource,0
547725,KKK,resource,0
547893,LLL,subpage,0
547582,MMM,resource,0
547762,III,url,0
547925,CCC,subpage,0
547614,III,resource,0
547794,BBB,url,0
547957,LLL,subpage,0
547644,JJJ,resource,0
547825,III,url,0
547681,OOO,resource,0
547857,HHH,subpage,0
547545,III,oucontent,0
547716,EEE,resource,0
547722,KKK,resource,0
547890,KKK,subpage,0
547579,BBB,resource,0
547759,HHH,url,0
547922,LLL,subpage,0
547611,OOO,resource,0
547791,FFF,url,0
547954,HHH,subpage,0
547822,KKK,url,0
547678,EEE,resource,0
547854,JJJ,subpage,0
547493,BBB,page,0
547712,FFF,resource,0
547887,EEE,subpage,0
547576,LLL,resource,0
547756,MMM,url,0
547919,LLL,subpage,0
547608,EEE,resource,0
547788,MMM,url,0
547951,AAA,subpage,0
547641,BBB,resource,0
547819,HHH,url,0
547674,MMM,resource,0
547851,NNN,subpage,0
547308,MMM,externalquiz,0
547709,CCC,resource,0
547884,JJJ,subpage,0
547573,CCC,resource,0
547751,HHH,resource,0
547916,HHH,subpage,0
547605,BBB,resource,0
547785,HHH,url,0
547948,KKK,subpage,0
547638,MMM,resource,0
547816,MMM,url,0
547670,AAA,resource,0
547848,FFF,url,0
547305,HHH,externalquiz,0
547706,CCC,resource,0
547881,HHH,subpage,0
547570,LLL,resource,0
547747,AAA,resource,0
547913,KKK,subpage,0
547602,KKK,resource,0
547782,III,url,0
547945,MMM,subpage,0
547635,KKK,resource,0
547813,MMM,url,0
547667,III,resource,0
547845,EEE,url,0
547279,JJJ,forumng,0
547703,DDD,resource,0
547878,OOO,subpage,0
547567,KKK,resource,0
547744,FFF,resource,0
547910,LLL,subpage,0
547599,GGG,resource,0
547779,EEE,url,0
547942,KKK,subpage,0
547632,MMM,resource,0
547664,JJJ,resource,0
547842,III,url,0
547276,CCC,forumng,0
547700,OOO,resource,0
547875,GGG,subpage,0
547564,JJJ,resource,0
547741,JJJ,resource,0
547907,KKK,subpage,0
547596,EEE,resource,0
547776,NNN,url,0
547939,GGG,subpage,0
547629,OOO,resource,0
547809,BBB,url,0
547969,DDD,ouelluminate,0
547661,BBB,resource,0
547839,NNN,url,0
547273,MMM,forumng,0
547697,MMM,resource,0
547872,LLL,subpage,0
547561,GGG,resource,0
547738,BBB,resource,0
547904,MMM,subpage,0
547593,NNN,resource,0
547773,KKK,url,0
547936,AAA,subpage,0
547626,III,resource,0
547806,AAA,url,0
547658,HHH,resource,0
547836,OOO,url,0
547270,BBB,forumng,0
547693,LLL,resource,0
547868,HHH,subpage,0
547558,MMM,ouwiki,0
547734,CCC,resource,0
547901,FFF,subpage,0
547590,CCC,resource,0
547770,NNN,url,0
547933,GGG,subpage,0
547622,JJJ,resource,0
547803,III,url,0
547966,BBB,ouelluminate,0
547654,OOO,resource,0
547833,LLL,url,0
547689,LLL,resource,0
547865,OOO,subpage,0
547555,NNN,ouwiki,0
547731,EEE,resource,0
547898,MMM,subpage,0
547587,FFF,resource,0
547767,DDD,url,0
547930,DDD,subpage,0
547619,DDD,resource,0
547800,BBB,url,0
547962,DDD,subpage,0
547649,KKK,resource,0
547830,AAA,url,0
547686,LLL,resource,0
547862,FFF,subpage,0
547551,AAA,ouwiki,0
547727,JJJ,resource,0
547895,FFF,subpage,0
547584,AAA,resource,0
547764,FFF,url,0
547927,JJJ,subpage,0
